Event Num,Event Title,Article Set,Selected Article,Stakeholder,Giver,Receiver,Problematic Behavior,Aftermath,Platform,Link,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,비고
27205,Breaking news: Leader of online group where secret documents leaked is Air National Guardsman,"('Breaking news: Leader of online group where secret documents leaked is Air National Guardsman', 'new york times', '2023-04-13')","('Breaking news: Leader of online group where secret documents leaked is Air National Guardsman', 'new york times', '2023-04-13')",1-r->1-i,1-r,1-i,Violent & Criminal Behavior_Illegal Behavior,Legal Action,Discord,https://www.nytimes.com/live/2023/04/13/us/documents-leak-pentagon,"!!!!국가기밀정보 유출. 1-i(우크라이나). 디스코드에서 시작되었지만, 텔레그램 등 여러 커뮤니티에 퍼짐",,,,
18909,Brit couple 'abused own children online for international paedophile ring',"('Brit couple 'abused own children online for international paedophile ring'', 'the hindustan times', '2011-01-04')","('Brit couple 'abused own children online for international paedophile ring'', 'the hindustan times', '2011-01-04')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Child Abuse&Nudity,Legal Action,Online,https://www.oneindia.com/2011/01/04/britcouple-abused-own-children-online-for-internationalpa.html,,,,,
9117,British headteacher groomed at least 131 children worldwide using social media,"('British headteacher groomed at least 131 children worldwide using social media', 'irish examiner', '2022-09-22')","('British headteacher groomed at least 131 children worldwide using social media', 'irish examiner', '2022-09-22')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Child Abuse&Nudity,Legal Action,Facebook,https://www.irishexaminer.com/world/arid-40967519.html,child grooming by private messaging,,,,
52460,"Cops, TMC promise action after humiliation video goes viral","('Cops, TMC promise action after humiliation video goes viral', 'the times of india', '2018-05-23')","('Cops, TMC promise action after humiliation video goes viral', 'the times of india', '2018-05-23')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Sexual Exploitation,Legal Action,Social Media,https://timesofindia.indiatimes.com/city/kolkata/cops-tmc-promise-action-after-humiliation-video-goes-viral/articleshow/64270074.cms,,,,,
7859,De-addiction centre owner arrested after old video of hitting inmate goes viral,"('De-addiction centre owner arrested after old video of hitting inmate goes viral', 'the hindustan times', '2022-08-10')","('De-addiction centre owner arrested after old video of hitting inmate goes viral', 'the hindustan times', '2022-08-10')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Violence,Legal Action,Online,https://www.hindustantimes.com/cities/others/deaddiction-centre-owner-arrested-after-old-video-of-hitting-inmate-goes-viral-101660131497682.html,,,,,
28245,"Delhi man arrested for stalking, harassing 50 women on Instagram","('Delhi man arrested for stalking, harassing 50 women on Instagram', 'the hindustan times', '2023-02-27')","('Delhi man arrested for stalking, harassing 50 women on Instagram', 'the hindustan times', '2023-02-27')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Sexual Exploitation,Legal Action,Instagram,https://www.hindustantimes.com/cities/delhi-news/delhi-man-arrested-for-stalking-harassing-50-women-on-instagram-101677440848620.html,,,,,
17592,Facebook and Twitter users alert gardai to fight threat,"('Facebook and Twitter users alert gardai to fight threat', 'irish times', '2012-01-23')","('Facebook and Twitter users alert gardai to fight threat', 'irish times', '2012-01-23')",n-r->n-r,n-r,n-r,Violent & Criminal Behavior_Dangerous Organizations,Legal Action,"Facebook, Twitter",https://www.google.com/search?q=(%27Facebook+and+Twitter+users+alert+gardai+to+fight+threat%27%2C+%27irish+times%27%2C+%272012-01-23%27)&oq=(%27Facebook+and+Twitter+users+alert+gardai+to+fight+threat%27%2C+%27irish+times%27%2C+%272012-01-23%27)&gs_lcrp=EgZjaHJvbWUyBggAEEUYOdIBBzE2MGowajmoAgCwAgE&sourceid=chrome&ie=UTF-8,,,,,
46666,"Facebook friend blackmails college girl, extorts Rs 7 lakh from her","('Facebook friend blackmails college girl, extorts Rs 7 lakh from her', 'the times of india', '2016-06-20')","('Facebook friend blackmails college girl, extorts Rs 7 lakh from her', 'the times of india', '2016-06-20')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Violence,Legal Action,Facebook,https://timesofindia.indiatimes.com/city/bengaluru/facebook-friend-blackmails-college-girl-extorts-rs-7-lakh-from-her/articleshow/52815508.cms,,,,,
53498,Facebook reinstated terror suspect's account nine times,"('Facebook reinstated terror suspect's account nine times', 'the daily telegraph', '2018-01-27')","('Facebook reinstated terror suspect's account nine times', 'the daily telegraph', '2018-01-27')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Dangerous Organizations,Remove Content,Facebook,https://www.theguardian.com/uk-news/2018/jan/26/facebook-reactivated-terror-suspects-account-nine-times,9차례 계정 복구,,,,
7574,2 employees of Vivo India held for posting lewd comments on woman colleague's FB page,"('Friendship' on Facebook ends in blackmail plot against woman, the times of india, 2019-01-09)","('Friendship' on Facebook ends in blackmail plot against woman, the times of india, 2019-01-09)",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Violence,Legal Action,Facebook,https://timesofindia.indiatimes.com/city/ghaziabad/friendship-on-fb-ends-in-blackmail-plot-against-woman/articleshow/67428686.cms,,,,,
15592,Gardai await blood tests on sex act video girl,"('Gardai await blood tests on sex act video girl', 'irish times', '2013-08-21')","('Gardai await blood tests on sex act video girl', 'irish times', '2013-08-21')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Child Abuse&Nudity,,"Youtube, Twitter",https://www.irishexaminer.com/news/arid-20240608.html,,,,,
36854,Girl eloping to join Instagram friend in Hyderabad rescued at Bengaluru airport,"('Girl eloping to join Instagram friend in Hyderabad rescued at Bengaluru airport', 'the times of india', '2020-06-27')","('Girl eloping to join Instagram friend in Hyderabad rescued at Bengaluru airport', 'the times of india', '2020-06-27')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Child Abuse&Nudity,,Instagram,https://timesofindia.indiatimes.com/city/bengaluru/girl-eloping-to-join-instagram-friend-in-hyderabad-rescued-at-bengaluru-airport/articleshow/76636464.cms,"성인 남성이 본인 보러오라고 여권사진, 돈, 등 준비",,,,
56210,"Give info on child porn plaints, SC tells social media giants","('Give info on child porn plaints, SC tells social media giants', 'the times of india', '2017-09-05')","('Give info on child porn plaints, SC tells social media giants', 'the times of india', '2017-09-05')",n-r->n-r,n-r,n-r,Violent & Criminal Behavior_Child Abuse&Nudity,Legal Action,"Facebook, Google, WhatsApp, Microsoft, Yahoo",https://timesofindia.indiatimes.com/india/give-info-of-plaints-on-child-porn-sc-tells-social-sites/articleshow/60370040.cms,아동포르노 전파,,,,
9425,"Got death threat on Twitter for FIR against Nawab Malik, Sameer Wankhede to cops","('Got death threat on Twitter for FIR against Nawab Malik, Sameer Wankhede to cops', 'the hindustan times', '2022-08-19')","('Got death threat on Twitter for FIR against Nawab Malik, Sameer Wankhede to cops', 'the hindustan times', '2022-08-19')",1-i->1-i,1-i,1-i,Violent & Criminal Behavior_Violence,Legal Action,Twitter,https://www.hindustantimes.com/cities/mumbai-news/got-death-threat-on-twitter-for-fir-against-nawab-malik-sameer-wankhede-to-cops-101660899117577.html,살해협박,,,,
18379,Hindus dismayed at porn-star type image of goddess Kali in upcoming video game,"('Hindus dismayed at porn-star type image of goddess Kali in upcoming video game', 'the times of india', '2012-07-16')","('Hindus dismayed at porn-star type image of goddess Kali in upcoming video game', 'the times of india', '2012-07-16')",S->1-i,S,1-i,Violent & Criminal Behavior_Sexual Exploitation,,Game,https://timesofindia.indiatimes.com/india/hindus-dismayed-at-porn-star-type-image-of-goddess-kali-in-upcoming-video-game/articleshow/14936620.cms,,,,,
37716,Horrific viral video reveals 'crisis' of school bullying in Fiji,"('Horrific viral video reveals 'crisis' of school bullying in Fiji', 'the guardian', '2020-03-13')","('Horrific viral video reveals 'crisis' of school bullying in Fiji', 'the guardian', '2020-03-13')",n-r->1-r,n-r,1-r,Violent & Criminal Behavior_Violence,Legal Action,Facebook,https://www.theguardian.com/world/2020/mar/10/horrific-viral-video-reveals-crisis-of-school-bullying-in-fiji,,,,,
53004,"In Comment On YouTube, A Warning For the F.B.I.","('In Comment On YouTube, A Warning For the F.B.I.', 'new york times', '2018-02-16')","('In Comment On YouTube, A Warning For the F.B.I.', 'new york times', '2018-02-16')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Violence,Violent Behavior,Youtube,https://www.nytimes.com/2018/02/15/us/politics/nikolas-cruz-youtube-comment-fbi.html,,,,,
15300,Indian Banks Investigate Allegations By Website,"('Indian Banks Investigate Allegations By Website', 'wall street journal', '2013-03-14')","('Indian Banks Investigate Allegations By Website', 'wall street journal', '2013-03-14')",S->n-r,S,n-r,Violent & Criminal Behavior_Illegal Behavior,Legal Action,Cobrapost,https://www.wsj.com/articles/SB10001424127887323393304578360140918634544,,,,,
47389,Indian government blocks 60 websites promoting Islamic State,"('Indian government blocks 60 websites promoting Islamic State', 'bbc monitoring south asia', '2015-10-15')","('Indian government blocks 60 websites promoting Islamic State', 'bbc monitoring south asia', '2015-10-15')",n-r->n-r,n-r,n-r,Violent & Criminal Behavior_Dangerous Organizations,,Facebook,https://www.thehindu.com/news/national/central-government-blocks-two-website-of-islamic-state/article7762786.ece,,,,,
49756,Inquiry Seeks Twitter User in Brooklyn Bridge Flag Case,"('Inquiry Seeks Twitter User in Brooklyn Bridge Flag Case', 'new york times', '2014-08-08')","('Inquiry Seeks Twitter User in Brooklyn Bridge Flag Case', 'new york times', '2014-08-08')",1-r->1-i,1-r,1-i,Violent & Criminal Behavior_Dangerous Organizations,Legal Action,Twitter,https://www.nytimes.com/2014/08/09/nyregion/inquiry-seeks-twitter-user-in-brooklyn-bridge-flag-case.html,논란이 되는 콘텐츠 때문에 법적 소환,,,,
19796,Internet bans for teens accused of inciting riot,"('Internet bans for teens accused of inciting riot', 'the daily telegraph', '2011-08-19')","('Internet bans for teens accused of inciting riot', 'the daily telegraph', '2011-08-19')",n-r->n-r,n-r,n-r,Violent & Criminal Behavior_Dangerous Organizations,Legal Action,Facebook,https://www.bbc.com/news/uk-scotland-tayside-central-14577987,,,,,
24214,Internet threats against Ulster politician,"('Internet threats against Ulster politician', 'the guardian', '2007-03-16')","('Internet threats against Ulster politician', 'the guardian', '2007-03-16')",n-r->1-i,n-r,1-i,Violent & Criminal Behavior_Violence,Legal Action,Youtube,https://amp.theguardian.com/uk/2007/mar/16/northernireland.northernireland,,,,,
47997,Jilted husband posts naked photos of wife,"('Jilted husband posts naked photos of wife', 'the daily telegraph', '2015-08-12')","('Jilted husband posts naked photos of wife', 'the daily telegraph', '2015-08-12')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Sexual Exploitation,Legal Action,Facebook,https://www.telegraph.co.uk/news/uknews/crime/11796913/Husband-posted-naked-pictures-of-cheating-wife-court-hears.html,,,,,
34169,K-pop star Goo Ha-ra's ex-boyfriend jailed for sex video blackmail,"('K-pop star Goo Ha-ra's ex-boyfriend jailed for sex video blackmail', 'the korea times', '2020-07-03')","('K-pop star Goo Ha-ra's ex-boyfriend jailed for sex video blackmail', 'the korea times', '2020-07-03')",1-i->1-i,1-i,1-i,Violent & Criminal Behavior_Sexual Exploitation,Legal Action,Online,https://www.koreatimes.co.kr/entertainment/k-pop/20200703/k-pop-star-goo-ha-ras-ex-boyfriend-jailed-for-sex-video-blackmail,,,,,
46479,Kittens and Nutella: How Isil is recruiting jihadists online,"('Kittens and Nutella: How Isil is recruiting jihadists online', 'the daily telegraph', '2016-05-26')","('Kittens and Nutella: How Isil is recruiting jihadists online', 'the daily telegraph', '2016-05-26')",1-i->n-r,1-i,n-r,Violent & Criminal Behavior_Dangerous Organizations,,Social Media,https://www.telegraph.co.uk/news/2016/05/25/isil-using-kittens-to-lure-jihadists-to-fight/,"누텔라, 고양이로 테러집단 유혹",,,,
18415,KRK's twitter account hacked because of Sunny Leone,"('KRK's twitter account hacked because of Sunny Leone', 'the times of india', '2012-07-11')","('KRK's twitter account hacked because of Sunny Leone', 'the times of india', '2012-07-11')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Violence,Public Apology,Twitter,https://timesofindia.indiatimes.com/entertainment/hindi/bollywood/news/krks-twitter-account-hacked-because-of-sunny-leone/articleshow/14803559.cms,,,,,
1517,Lake County prosecutors launch probe into accusations former state Rep. Nick Sauer showed nude photos of ex-girlfriend online,"('Lake County prosecutors launch probe into accusations former state Rep. Nick Sauer showed nude photos of ex-girlfriend online', 'chicago tribune', '2018-08-06')","('Lake County prosecutors launch probe into accusations former state Rep. Nick Sauer showed nude photos of ex-girlfriend online', 'chicago tribune', '2018-08-06')",1-i->1-r,1-i,1-r,Violent & Criminal Behavior_Sexual Exploitation,"Legal Action, Restricted from job/school",Instagram,https://www.chicagotribune.com/2018/08/06/lake-county-prosecutors-launch-probe-into-accusations-former-state-rep-nick-sauer-showed-nude-photos-of-ex-girlfriend-online/,,,,,
49180,Man jailed for having sex with a 16-year-old he met on Facebook,"('Man jailed for having sex with a 16-year-old he met on Facebook', 'irish times', '2015-03-28')","('Man jailed for having sex with a 16-year-old he met on Facebook', 'irish times', '2015-03-28')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Child Abuse&Nudity,Legal Action,Facebook,https://www.irishtimes.com/news/crime-and-law/man-jailed-for-having-sex-with-16-year-old-he-met-on-facebook-1.2156619,child safety,,,,
26752,Man who posed online as child model scout admits 88 sex offences,"('Man who posed online as child model scout admits 88 sex offences', 'the guardian', '2023-07-24')","('Man who posed online as child model scout admits 88 sex offences', 'the guardian', '2023-07-24')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Sexual Exploitation,Legal Action,"Instagram, TikTok, Snapchat",https://www.theguardian.com/uk-news/2023/jul/24/david-harmes-posed-online-child-model-scout-admits-88-sex-offences,,,,,
9655,Man who threatened Merriam-Webster with anti-LGBTQ violence pleads guilty,"('Man who threatened Merriam-Webster with anti-LGBTQ violence pleads guilty', 'the washington post', '2022-09-16')","('Man who threatened Merriam-Webster with anti-LGBTQ violence pleads guilty', 'the washington post', '2022-09-16')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Violence,Legal Action,Merriam-Webster,https://www.washingtonpost.com/nation/2022/09/16/merriam-webster-lgbtq-threat/,,,,,
27164,Meta’s new AI lets people make chatbots. They’re using it for sex.,"('Meta’s new AI lets people make chatbots. They’re using it for sex.', 'the washington post', '2023-06-26')","('Meta’s new AI lets people make chatbots. They’re using it for sex.', 'the washington post', '2023-06-26')",n-r->n-r,n-r,n-r,Violent & Criminal Behavior_Sexual Exploitation,Public Message to Social Media,"Meta, Youtube",https://www.washingtonpost.com/technology/2023/06/26/facebook-chatbot-sex/,오픈소스 ai 모델 성적으로 사용,,,,
1948,Model George Koh guilty of killing rival after Instagram row,"('Model George Koh guilty of killing rival after Instagram row', 'the guardian', '2018-08-13')","('Model George Koh guilty of killing rival after Instagram row', 'the guardian', '2018-08-13')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Violence,Death,Instagram,https://www.theguardian.com/uk-news/2018/aug/13/model-george-koh-guilty-killing-rival-london-instagram-row,인스타에서 싸움을 약속,,,,
20786,National: Facebook party crowd threw bottles at police,"('National: Facebook party crowd threw bottles at police', 'the guardian', '2010-02-13')","('National: Facebook party crowd threw bottles at police', 'the guardian', '2010-02-13')",n-r->n-r,n-r,n-r,Violent & Criminal Behavior_Dangerous Organizations,"Violent Behavior, Legal Action",Facebook,https://www.telegraph.co.uk/technology/facebook/7218064/Riot-police-called-to-Facebook-party-in-Park-Lane-town-house.html,,,,,
8088,No relief from HC for man who circulated woman's nude video,"('No relief from HC for man who circulated woman's nude video', 'the times of india', '2022-06-17')","('No relief from HC for man who circulated woman's nude video', 'the times of india', '2022-06-17')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Sexual Exploitation,Legal Action,Online,https://timesofindia.indiatimes.com/city/mumbai/no-relief-from-hc-for-man-who-circulated-womans-nude-video/articleshow/92269243.cms,,,,,
59353,"Online bomb threat: Boy, 13, arrested","('Online bomb threat: Boy, 13, arrested', 'the straits times', '2013-01-02')","('Online bomb threat: Boy, 13, arrested', 'the straits times', '2013-01-02')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Violence,Legal Action,Facebook,https://www.arabnews.com/node/436595/amp,,,,,
32312,"Online echo chamber likely influenced detained teen, say experts","('Online echo chamber likely influenced detained teen, say experts', 'the straits times', '2021-01-31')","('Online echo chamber likely influenced detained teen, say experts', 'the straits times', '2021-01-31')",S->1-r,S,1-r,Violent & Criminal Behavior_Violence,Legal Action,Online,https://www.straitstimes.com/singapore/online-echo-chamber-likely-influenced-detained-teen-say-experts,,,,,온라인 커뮤니티에서 무기 정보 수집
51040,Online Footprint Builds Portrait of Gunman's Life,"('Online Footprint Builds Portrait of Gunman's Life', 'new york times', '2016-07-19')","('Online Footprint Builds Portrait of Gunman's Life', 'new york times', '2016-07-19')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Dangerous Organizations,Violent Behavior,Online,https://www.nytimes.com/2016/07/19/us/baton-rouge-shooting.html,,,,,
53091,Piracy returns! Bollywood speaks up on the live streaming of Padmaavat,"('Piracy returns! Bollywood speaks up on the live streaming of Padmaavat', 'the hindustan times', '2018-01-28')","('Piracy returns! Bollywood speaks up on the live streaming of Padmaavat', 'the hindustan times', '2018-01-28')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Violence,Protective Measures,Instagram,https://www.hindustantimes.com/bollywood/piracy-returns-bollywood-speaks-up-on-the-live-streaming-of-padmaavat/story-doGW1Qlx25HwZPNbkNXPWP.html,child safety,,,,
8274,Podcast: How California popularized the 'Great Replacement',"('Podcast: How California popularized the 'Great Replacement'', 'los angeles times', '2022-05-18')","('Podcast: How California popularized the 'Great Replacement'', 'los angeles times', '2022-05-18')",S->n-r,S,n-r,Violent & Criminal Behavior_Dangerous Organizations,Violent Behavior,"4chan, 8chan, discord",https://www.latimes.com/podcasts/story/2022-05-18/podcast-how-california-popularized-the-great-replacement,,,,,
2136,Police probe Instagram post that 'advocated terror',"('Police probe Instagram post that 'advocated terror'', 'the straits times', '2018-09-21')","('Police probe Instagram post that 'advocated terror'', 'the straits times', '2018-09-21')",n-r->n-r,n-r,n-r,Violent & Criminal Behavior_Dangerous Organizations,Legal Action,Instagram,https://www.straitstimes.com/singapore/image-inciting-acts-of-terror-posted-on-instagram-account-linked-to-nanyang-jc-police,,,,,
33652,Police registers a case against a user who made inappropriate comments against Vijay Sethupathi's daughter,"('Police registers a case against a user who made inappropriate comments against Vijay Sethupathi's daughter', 'the times of india', '2020-10-22')","('Police registers a case against a user who made inappropriate comments against Vijay Sethupathi's daughter', 'the times of india', '2020-10-22')",1-r->1-i,1-r,1-i,Violent & Criminal Behavior_Violence,Legal Action,Online,https://timesofindia.indiatimes.com/entertainment/tamil/movies/news/police-registers-a-case-against-a-user-who-made-inappropriate-comments-against-vijay-sethupathis-daughter/articleshow/78783057.cms,,,,,
9988,Police: Griffith man makes online ‘mass murder’ threat to Highland business,"('Police: Griffith man makes online ‘mass murder’ threat to Highland business', 'chicago tribune', '2022-08-25')","('Police: Griffith man makes online ‘mass murder’ threat to Highland business', 'chicago tribune', '2022-08-25')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Violence,Legal Action,Online,https://www.chicagotribune.com/2022/08/25/police-griffith-man-makes-online-mass-murder-threat-to-highland-business/,,,,,
23141,Prison for Graffiti Artist and YouTube Star,"('Prison for Graffiti Artist and YouTube Star', 'new york times', '2009-09-10')","('Prison for Graffiti Artist and YouTube Star', 'new york times', '2009-09-10')",1-i->n-r,1-i,n-r,Violent & Criminal Behavior_Illegal Behavior,Legal Action,Youtube,https://archive.nytimes.com/thelede.blogs.nytimes.com/2009/09/10/prison-for-graffiti-artist-and-youtube-star/,뉴코드,,,,
2518,Prosecutors: Man livestreamed head stomp attack on Facebook,"('Prosecutors: Man livestreamed head stomp attack on Facebook', 'chicago tribune', '2018-08-19')","('Prosecutors: Man livestreamed head stomp attack on Facebook', 'chicago tribune', '2018-08-19')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Violence,Legal Action,Facebook Live,https://www.chicagotribune.com/2018/08/19/prosecutors-man-livestreamed-head-stomp-attack-on-facebook/,페이스북 라이브에 폭행 생중계,,5,,
45586,Prospectors fined after boasting about gold nugget on Facebook,"('Prospectors fined after boasting about gold nugget on Facebook', 'the daily telegraph', '2017-05-16')","('Prospectors fined after boasting about gold nugget on Facebook', 'the daily telegraph', '2017-05-16')",n-r->1-i,n-r,1-i,Violent & Criminal Behavior_Illegal Behavior,Legal Action,Facebook,https://www.telegraph.co.uk/news/2017/05/15/three-australian-men-took-huge-gold-nugget-mine-barbecue-caught/,도둑질한거 페이스북에 자랑,,,,
1593,"Pune accountant defames woman on social media, booked","('Pune accountant defames woman on social media, booked', 'the times of india', '2018-08-29')","('Pune accountant defames woman on social media, booked', 'the times of india', '2018-08-29')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Sexual Exploitation,Legal Action,Facebook,https://timesofindia.indiatimes.com/city/navi-mumbai/pune-accountant-defames-woman-on-social-media-booked/articleshow/65584699.cms,,,,,
47631,Revenge pornography website operator sentenced to 25 months in prison,"('Revenge pornography website operator sentenced to 25 months in prison', 'the guardian', '2015-12-03')","('Revenge pornography website operator sentenced to 25 months in prison', 'the guardian', '2015-12-03')",1-i->n-r,1-i,n-r,Violent & Criminal Behavior_Sexual Exploitation,Legal Action,IsAnyoneUp,https://www.theguardian.com/us-news/2015/dec/03/revenge-pornography-website-operator-sentenced-isanyoneup-hunter-moore,,,,,
36840,Rewa cop suspended after his 'youth-thrashing' video goes viral,"('Rewa cop suspended after his 'youth-thrashing' video goes viral', 'the times of india', '2020-06-24')","('Rewa cop suspended after his 'youth-thrashing' video goes viral', 'the times of india', '2020-06-24')",n-r->n-r,n-r,n-r,Violent & Criminal Behavior_Violence,Restricted from job/school,Online,https://timesofindia.indiatimes.com/city/bhopal/rewa-cop-suspended-after-his-youth-thrashing-video-goes-viral/articleshow/76518701.cms,,,,,
7200,Santa Ana man charged with threatening Parkland shooting victims’ family and friends online,"('Santa Ana man charged with threatening Parkland shooting victims’ family and friends online', 'los angeles times', '2019-01-23')","('Santa Ana man charged with threatening Parkland shooting victims’ family and friends online', 'los angeles times', '2019-01-23')",1-r->n-r,1-r,n-r,Violent & Criminal Behavior_Violence,Legal Action,Instagram,https://www.latimes.com/local/lanow/la-me-ln-fleury-charges-20190123-story.html,,,,,
35275,Social media furor leads FIR to be registered against man wife over beating mother,"('Social media furor leads FIR to be registered against man wife over beating mother', 'the nation', '2020-07-23')","('Social media furor leads FIR to be registered against man wife over beating mother', 'the nation', '2020-07-23')",1-r->1-r,1-r,1-r,Violent & Criminal Behavior_Violence,Legal Action,Online,https://www.nation.com.pk/22-Jul-2020/social-media-furor-leads-fir-to-be-registered-against-man-wife-over-beating-mother,,,,,
